geom_x_y;M2;N_AR
48.883967219,2.3497224092;12.4815969;18
48.8840149903,2.35058931205;11.2216474;18
48.8841358726,2.35041111195;24.5494575;18
48.8846759343,2.35034517251;6.0338207;18
48.8848640335,2.35012396064;246.7480228;18
48.8849996068,2.34971560926;5.9145159;18
48.8850274876,2.35036200785;16.8095135;18
48.8847451699,2.35046972529;6.5246438;18
48.8844052335,2.35050828502;48.4854044;18
48.8844604689,2.35055969532;153.0052677;18
48.8842171302,2.3510786191;239.799513;18
48.8846731259,2.35046597458;5.1450742;18
48.8846123906,2.35034195666;5.683053;18
48.884238,2.35184736769;152.6387662;18
48.8842567156,2.3514610124;35.7681448;18
48.8842564592,2.35124842236;40.4199988;18
48.8848145646,2.35153093118;145.4550459;18
48.8849700048,2.3533435916;0.2350002;18
48.8845387778,2.35305679393;4.2956681;18
48.8843587736,2.35206626753;40.9054174;18
48.8842516556,2.35208980569;163.6951329;18
48.884414464,2.35424614883;317.2746469;18
48.8844699491,2.35460292172;1089;18
48.8844557972,2.354635955;4.1445015;18
48.8846961234,2.35394576965;21.6525445;18
48.8849242614,2.35499360151;21.1755597;18
48.8912141692,2.33847139691;157.9556131;18
48.8914819353,2.33833584577;29.3796735;18
48.8917276591,2.32939215583;13.0445414;18
48.8846096675,2.35493887741;0.6649872;18
48.8847618673,2.35552262203;26.0545556;18
48.8848199368,2.35588588841;311.4985865;18
48.8848095668,2.35518945088;3.8460354;18
48.8845550788,2.35520303048;4.2205012;18
48.8915633002,2.329248022;0.4327933;18
48.8915137494,2.32940946106;2.373886;18
48.8920814188,2.32992642435;0.8799999;18
48.8915844666,2.33260855025;94.2555837;18
48.8921021788,2.33310132614;1.4950627;18
48.8923022481,2.3356443798;4.1573701;18
48.892075413,2.33549655992;1.1621469;18
48.8918052754,2.33596041873;72.0638786;18
48.8920998119,2.3361025714;388.5248494;18
48.89195455,2.33674913313;1.5749987;18
48.8916226692,2.33716329524;11.8016292;18
48.8928851691,2.33843024971;7.1400642;18
48.8916807871,2.33781135245;23.549108;18
48.8921620004,2.33756746629;348.7808477;18
48.8915018428,2.3389119998;7.3291775999999995;18
48.8923405125,2.32814944425;48.7776267;18
48.8921136538,2.32737395794;135.8664011;18
48.8922270661,2.32753503152;33.3638342;18
48.8928829649,2.32881963544;124.257565;18
48.8921713281,2.32930278584;163.8428284;18
48.8922489515,2.3308143521;2.972411;18
48.8926479303,2.33005027932;87.9561832;18
48.8819809567,2.29108203578;194.0834532;17
48.882187719,2.29027019044;38.7948906;17
48.8818875037,2.29276306125;8.9697785;17
48.8827245292,2.29176058022;115.5846417;17
48.882709003,2.29368046432;1.9792874999999999;17
48.8820886007,2.29283920031;46.8000625;17
48.8820318339,2.29290555378;267.4587035;17
48.8818189129,2.29439560501;4.2290147;17
48.88187131,2.29456479524;174.2834894;17
48.8824555148,2.29661825462;6.5139811;17
48.8707930757,2.28618709412;3.3189409;16
48.8700210887,2.2976217224;216.9393759;16
48.8699825655,2.29717051302;135.3390123;16
48.8699548375,2.29733598461;13.2241053;16
48.8704908745,2.29036170089;301.0328614;16
48.8705431079,2.29163762476;95.2162742;16
48.8704666803,2.28887471914;6.1321523;16
48.8708380364,2.2886755289;1.7290337999999998;16
48.8707622842,2.28842791278;3.0762013;16
48.8706839095,2.28611428826;2.4214928000000002;16
48.8707472353,2.28956683554;107.2864061;16
48.8704607861,2.2910160954;56.8403505;16
48.8704976912,2.29105195839;0.5291918;16
48.8705538992,2.2898394072;106.3807836;16
48.8707355081,2.28917991981;8.0275564;16
48.8707544574,2.28894373523;1.3516671;16
48.870798251,2.29125714731;6.3534426;16
48.8706565393,2.29330072185;911.6097337;16
48.8704522221,2.29136946867;28.8873697;16
48.8712441075,2.29147716962;213.1525773;16
48.8710990712,2.2916364679;5.8588591;16
48.8710187204,2.29613223494;9.806098;16
48.8707982675,2.29685348841;27.9334733;16
48.870711287,2.29653251895;113.2417177;16
48.870785085,2.29688133937;8.2227423;16
48.8712791342,2.29471779172;156.064537;16
48.8713998821,2.29617597485;51.9615954;16
48.8713979807,2.28532333948;56.22473;16
48.8716669759,2.28554903246;77.2539387;16
48.8715979779,2.28527602548;3.4670816;16
48.8716772545,2.28607533618;15.3199125;16
48.8716156604,2.28578238226;56.7339157;16
48.8714130813,2.28840851143;1.4563892;16
48.8712165838,2.28839859662;15.3805158;16
48.871609899,2.28812823178;83.8254926;16
48.8716905359,2.28782909399;7.3597936;16
48.8714988079,2.29147389108;19.0211721;16
48.870950632,2.29023570283;515.893557;16
48.8709852595,2.29038009562;198.002495;16
48.8711722127,2.29086606836;128.4716092;16
48.871014593,2.29002858147;21.5648979;16
48.871104028,2.29027037244;38.567625;16
48.8712573441,2.29020396634;282.7224053;16
48.8719689354,2.29614201461;13.4393912;16
48.8716106384,2.29580702942;284.689093;16
48.8714323718,2.29476823124;349.9880261;16
48.8721959414,2.29437166974;380.3882959;16
48.8720034951,2.28659515549;16.4419085;16
48.8718982593,2.28859915776;76.9070108;16
48.8645612117,2.29217559847;294.5092697;16
48.8653375563,2.29200296166;23.1647919;16
48.8887840601,2.33765034118;85.038712;18
48.8893839283,2.33890039897;15.6849015;18
48.8887603374,2.33938107739;2.805335;18
48.8693107272,2.2940764937;104.5546471;16
48.8680659215,2.27692395552;151.9780381;16
48.8677017798,2.27751456027;6.4061464;16
48.8677437783,2.27774987809;19.346073;16
48.8675276995,2.27971703676;267.657303;16
48.8670595092,2.27887089094;3.2604642999999998;16
48.8671415105,2.27867099905;16.0086816;16
48.8681493976,2.28023826094;43.3157155;16
48.8690413978,2.27478092306;1.3620265;16
48.8682634508,2.27579551904;8.70184;16
48.869021978,2.27732938452;63.5094914;16
48.8687505275,2.27743466123;8.6059837;16
48.8689975529,2.27740567404;63.9398472;16
48.8686750917,2.27919163942;0.1989911;16
48.8683092599,2.27829365002;20.3170974;16
48.8680809817,2.27929376312;5.5956551;16
48.8680866787,2.2789594709;38.5208411;16
48.868933334,2.2807101867;31.562315;16
48.8690756776,2.282140815;146.234778;16
48.8685735136,2.28325753066;10.304431;16
48.8698145129,2.27555865503;8.7587461;16
48.8699106651,2.27721119277;21.8294601;16
48.8696416459,2.27738774112;100.2743105;16
48.8698434467,2.27883064968;15.6868717;16
48.8695912715,2.27745118501;67.0627603;16
48.8695858877,2.27953137125;161.9916351;16
48.8695305868,2.27952987357;3.7676454;16
48.8689857007,2.2797238478;537.3673922;16
48.8690765881,2.27984143617;66.1351677;16
48.8690975175,2.27985817315;1.1655003;16
48.8694840927,2.28134235183;59.0219587;16
48.8697923073,2.28162979108;6.3389249;16
48.8696929809,2.28223414705;406.6498333;16
48.8697221618,2.28333066335;30.7959384;16
48.8698194019,2.28374268434;4.644421;16
48.8693327955,2.28369948539;304.3581809;16
48.8696951165,2.28397989405;414.0885244;16
48.8704773092,2.27543988046;121.5844464;16
48.8707671099,2.2754112713;26.7057402;16
48.8732567655,2.27409811066;232.3606147;16
48.8703025188,2.27827729469;2.1004624;16
48.870166154,2.27766736681;30.7439142;16
48.8702323631,2.2775003629;224.2796196;16
48.8704890137,2.27875835478;32.220478;16
48.8723653901,2.28818556899;336.01818;16
48.8717581573,2.29217730562;361.8075594;16
48.8717793159,2.29203771567;7.8232893;16
48.8717720917,2.28918077811;14.4384331;16
48.8725238768,2.28972120076;256.2063692;16
48.8727132183,2.2912729864;4.9671263;16
48.8725650208,2.29158662974;3.9624129;16
48.8729293587,2.29253702216;7.1636406;16
48.8729047447,2.29248234129;200.3852649;16
48.8741740758,2.2844762845;172.9405991;16
48.8736729674,2.28519579494;4.4043510999999995;16
48.8737143027,2.28745735476;37.6318164;16
48.843561212,2.26392103597;298.8964551;16
48.8434834601,2.26438250133;83.7655141;16
48.8737686465,2.28448555408;57.6094636;16
48.8740896879,2.28713322508;274.8986824;16
48.8440379221,2.26595266164;65.7011668;16
48.8440517243,2.26620841003;7.3936496;16
48.8438036049,2.26585809323;3.2284109;16
48.8448444756,2.26727412266;79.6300882;16
48.8466513691,2.27156264945;3.6826309;16
48.8463848967,2.27112338149;252.9693329;16
48.8438774031,2.27111412862;12.940009;16
48.8433889728,2.27071964836;13.5894015;16
48.8450087078,2.2709271015;145.133665;16
48.8447662337,2.27128280347;2.6414436;16
48.8453369394,2.27077809007;80.9467271;16
48.8441160292,2.26066693106;0.960893;16
48.8431076054,2.25679670017;231.9348884;16
48.8430004409,2.25855777284;6.4529595;16
48.8429456291,2.25975062847;309.0347555;16
48.8425274196,2.25687467909;93.5774311;16
48.8437766049,2.25894575518;24.8645409;16
48.8439746263,2.25862858912;90.4006013;16
48.8432579935,2.25885028356;308.7636824;16
48.8430704919,2.2591815726;4.2946036;16
48.8431570418,2.2591357363;10.3443773;16
48.8435143104,2.25587491916;141.2949132;16
48.84448247,2.25615272942;132.3868463;16
48.8440131022,2.2565823159;130.1469516;16
48.8440822108,2.2571590685;75.0698394;16
48.8450547211,2.2562989033;11.8400005;16
48.8451023181,2.25789449808;10.3912658;16
48.8459966952,2.25832795979;2.1175019;16
48.8459227097,2.25820415072;2.1646594;16
48.8456443336,2.25806547398;5.0966932;16
48.8459225676,2.25819395883;141.1385123;16
48.8455059185,2.25816777545;247.0209335;16
48.8472375742,2.25880695587;106.7325686;16
48.8521560353,2.27383614809;20.2726887;16
48.8519848752,2.27399635838;2.5090426;16
48.835831783,2.25925598574;1291.7334553;16
48.8367682499,2.26004035538;1.8812753999999998;16
48.8358761964,2.26015744422;107.6205168;16
48.8364525173,2.25970106878;1.8136508999999998;16
48.8373614228,2.2639599822;35.9929247;16
48.837549459,2.26372551383;30.0460322;16
48.8420160142,2.25181152768;815.5605819;16
48.8424118712,2.25408557667;2.9760958;16
48.8420198406,2.25347863883;1614.2464669;16
48.843748304,2.25484802715;94.2564164;16
48.8448638511,2.25247456165;10.4910167;16
48.8441945348,2.25465563374;178.5970061;16
48.845719583,2.25295034088;58.6252341;16
48.8397830122,2.25515144566;37.9346969;16
48.8388778864,2.25617763974;1.9801033000000001;16
48.8390200965,2.25530104045;2.0999992;16
48.8385390224,2.25790080946;613.001709;16
48.8386602177,2.2591267344;2.548765;16
48.8470287124,2.2485318785;11.8215897;16
48.8388988827,2.2591915803;35.2965915;16
48.8392591658,2.26021822989;271.1152479;16
48.8395900398,2.26049037175;220.0093925;16
48.839957524,2.26038934777;381.2867172;16
48.8387307999,2.26078257147;2.6365748;16
48.8395078193,2.26134029491;171.8178483;16
48.8384429767,2.26242445647;3.6749988;16
48.8475300884,2.33177738934;147.9439;6
48.8479514609,2.3321551142;5.2780596;6
48.8588510014,2.32742077958;2.7226036000000002;7
48.8589941761,2.32678675455;33.2290495;7
48.8589929994,2.32759374827;247.1748976;7
48.8594189337,2.32608606824;104.8751835;7
48.8587741713,2.32789071373;200.6938543;7
48.8586035091,2.32835322834;8.6984653;7
48.8596873971,2.3284659482;176.1274158;7
48.8588266363,2.32826196241;284.883835;7
48.8589414355,2.32974626216;125.9241805;7
48.8656754036,2.30093148319;3.9306095;8
48.8655514316,2.30302414041;23.0216554;8
48.8657745831,2.30216976143;290.5245717;8
48.866181385,2.30247310636;6.6109818;8
48.8649812719,2.30496481145;6.8561616;8
48.8650558707,2.30549212778;64.6420721;8
48.8649181733,2.30525831068;269.5813163;8
48.8652458951,2.30478700142;45.2748958;8
48.8653116267,2.30515177768;5.3761434999999995;8
48.8655168826,2.30580758961;197.4424171;8
48.865545914,2.30593448767;56.8677489;8
48.8654999208,2.30614465667;6.810896;8
48.8653732889,2.30673015414;10.0626992;8
48.8650241172,2.30633666351;3.3525386;8
48.8649072365,2.30634124891;7.5525852;8
48.866160301,2.30610304989;524.1729317;8
48.8659021957,2.30598735868;29.702427;8
48.8657824666,2.3070221772;14.792584699999999;8
48.8654281332,2.30765278056;5.5838022;8
48.865484141,2.3080829871;285.5487464;8
48.8657370028,2.30902216221;206.017489;8
48.8650896548,2.30878185563;780.8870295;8
48.8655701629,2.3095727887;16.0096015;8
48.8651996407,2.30994683886;100.7063216;8
48.8664373415,2.31161430048;29.3662187;8
48.8669306777,2.30211785218;4.6591179;8
48.866914283,2.30184021385;4.4422628;8
48.8799728967,2.31944604223;9.7894953;8
48.8800590982,2.31930618162;300.4427024;8
48.8804524692,2.31958734703;2.1098604;8
48.8804312773,2.32023077281;1.2513003;8
48.8806638239,2.32522546137;225.8743095;8
48.88009836,2.32546738056;31.5636031;8
48.8799979529,2.32469871587;99.9987955;8
48.879968805,2.32604944787;19.1131829;8
48.8799802068,2.32689814653;46.1028029;8
48.8809107355,2.31624208009;41.4801585;8
48.8811711158,2.31737913922;5.0929876;8
48.8809945624,2.31929361578;236.065033;8
48.881700616,2.31969834059;306.8722458;8
48.8806794549,2.31880132354;2.9668761;8
48.880389725,2.3204139416;260.5011072;8
48.8812129772,2.32030607804;39.28661;8
48.8806328617,2.32050121981;205.7838654;8
48.8805585694,2.3216237139;8.0214624;8
48.8806197139,2.32297636178;2.5405962;8
48.880958318,2.3228741522;10.2481252;8
48.8804913739,2.32552157454;145.2653877;8
48.8811526147,2.32647766956;419.2362991;8
48.8813783247,2.32615098691;92.1290829;8
48.8818600663,2.32191618924;2.6785136;8
48.8816834691,2.32206324291;5.2546861;8
48.8813208365,2.32238705445;6.3501957;8
48.8813926826,2.32232368162;5.381361;8
48.8814571794,2.32226641214;5.2735766;8
48.8814535009,2.3224800721;185.3643163;8
48.8811410257,2.32416813013;7.8511567;8
48.8812258954,2.32417017258;168.1147825;8
48.8819924373,2.32543371114;15.8164829;8
48.881857585,2.32546792505;4.904516;8
48.8816030607,2.32644285287;565.9823465;8
48.8819006882,2.32174356131;126.5786296;8
48.8819124716,2.32160103014;35.0296262;8
48.8823511365,2.32383707272;12.4742658;8
48.8765050257,2.33412965287;58.7174475;9
48.8763675367,2.3350691956;7.8993241;9
48.8759642347,2.33461820429;122.9091152;9
48.8765352326,2.33567109523;8.0383775;9
48.8757689197,2.33654574942;55.0457909;9
48.8759629318,2.33692152791;116.8527708;9
48.8764426347,2.33697998693;135.0468264;9
48.8759469214,2.33622799415;4.7401381;9
48.8762640854,2.33803594784;103.3926379;9
48.8766792761,2.33782282096;236.4535078;9
48.8764507385,2.33814155455;6.0187177;9
48.8766190921,2.33843350571;14.0056258;9
48.876560834,2.33405664367;36.4927944;9
48.8767545376,2.33376613592;5.1327672;9
48.8758134086,2.32752568096;5.4147185;9
48.8758867845,2.32783296107;4.183616;9
48.8760879516,2.32776966872;108.9522987;9
48.8765495891,2.32779493861;14.4407328;9
48.8763992443,2.32825464009;106.4040216;9
48.8760151799,2.3285782788;1.7584232;9
48.8763944022,2.32986377702;109.5314147;9
48.8765878264,2.32965227719;3.4179352;9
48.8765210909,2.32769562857;4.9132815;9
48.8774514302,2.3285580676;78.0573881;9
48.8773974769,2.32893864061;601.1284641;9
48.877400423,2.32807980008;12.0767506;9
48.8537320517,2.34014081081;76.2904873;6
48.8535604527,2.34081389299;344.1985058;6
48.8772191014,2.33122681483;201.2483086;9
48.8774750427,2.33264195813;47.2527272;9
48.877711766,2.33218927232;41.1835336;9
48.8769142504,2.33320976315;6.5284828;9
48.8538712368,2.34144484406;472.3711817;6
48.853777991,2.34214621277;16.5765091;6
48.8540276846,2.34321464738;2.7709196;6
48.8541215987,2.34255284552;277.6627548;6
48.8535908074,2.34276048944;60.2958831;6
48.8539598945,2.3434394513;13.8845173;6
48.8541347685,2.33706382235;55.8535545;6
48.854248391,2.33747939821;102.2575038;6
48.8544195381,2.33782217737;1.8932182;6
48.8544268727,2.33777550744;10.4928094;6
48.8545110304,2.33850569708;16.7802817;6
48.8541380418,2.33838845371;2.0257197;6
48.8542893019,2.338368228;6.3112669;6
48.8541519263,2.33854479401;6.2844535;6
48.8545656779,2.33940586252;3.1309496;6
48.8543683007,2.34001045388;224.5600796;6
48.8541709629,2.34190160251;6.1821876;6
48.854174884,2.34146938978;5.7571433;6
48.8544251076,2.34158721025;67.2196141;6
48.8544108125,2.34120174275;66.5432761;6
48.8547112007,2.33699533481;156.0591812;6
48.8549434175,2.33743498303;42.3939934;6
48.8547784291,2.33729427797;74.011419;6
48.8548161592,2.33895501741;28.3838725;6
48.8548916649,2.33960501317;43.4066883;6
48.8551129353,2.33985690083;75.395999;6
48.8551780949,2.33944872729;173.3152859;6
48.8550328087,2.3411571101;307.5308748;6
48.8547622544,2.34178938556;65.0274663;6
48.8547008769,2.34206387158;98.8802162;6
48.854570905,2.34147593101;28.6023027;6
48.8542833434,2.38445638799;2.4407896;11
48.8542033928,2.3847108976;10.8186528;11
48.8538079221,2.38405807698;50.8928272;11
48.8533206268,2.38720143651;413.9916354;11
48.8534637831,2.38789701756;11.673632;11
48.8537024241,2.38820031754;141.6889905;11
48.85363331,2.38915815506;15.0284363;11
48.8543571724,2.38961291727;98.4499813;11
48.8539058168,2.3894132411;16.9282292;11
48.8542131006,2.38912501826;646.7507715;11
48.8536648962,2.3893167286;16.830111;11
48.8532867729,2.3896006387;15.6224113;11
48.8536965017,2.3894750811;45.9760749;11
48.8534079234,2.39026300207;8.8560021;11
48.8543848968,2.39111214135;10.1945856;11
48.8534802611,2.39312227006;13.9769116;11
48.8535794292,2.39327081365;183.1768136;11
48.8532698791,2.39329807094;1.6274937999999999;11
48.8533632275,2.39371901487;60.101676;11
48.853438966,2.3942387421;81.2124885;11
48.854073712,2.3851482016;121.2983321;11
48.854000411,2.3855280438;10.236789;11
48.854228602,2.38558267257;26.3530095;11
48.8545914148,2.38729403594;5.0605968;11
48.8540872922,2.38866092803;2.5515565000000002;11
48.8538670305,2.38901570581;129.6709893;11
48.8542603693,2.38959933991;6.2622709;11
48.8539854922,2.38989037518;4.7124778;11
48.8539543482,2.39001720994;91.7942141;11
48.8539570715,2.38959906121;8.3596612;11
48.854886878,2.39078663666;6.1649626;11
48.8549344696,2.39330259294;71.2270708;11
48.8545034729,2.39413411348;17.1843655;11
48.8541488548,2.39464486142;322.0590991;11
48.8545377258,2.39458832231;2.9698886;11
48.8544139614,2.39544247063;43.2401965;11
48.8545547596,2.38613553688;28.117954;11
